client,round,loss,class,accuracy,precision,recall,f1_score,cohen_kappa_score,roc_auc_score,confusion_matrix,TP,FP,FN,TN
-1,132,0.4929452538490295,awake,0.827671846272463,0.869673350084611,0.9271454994396509,0.8974902870448361,0.3605709684689849,0.6602307962684628,[[ 9886 15249][ 7996 101757]],9886.0,15249.0,7996.0,101757.0
-1,132,0.4929452538490295,asleep,0.827671846272463,0.55284643775864,0.3933160930972747,0.4596322384173698,0.3605709684689849,0.6602307962684628,[[ 101757 7996][ 15249 9886]],101757.0,7996.0,15249.0,9886.0
-1,132,0.4929452538490295,avg,0.827671846272463,0.7112598939216255,0.6602307962684628,0.678561262731103,0.3605709684689849,0.6602307962684628,,,,,
-1,133,0.4878325462341308,awake,0.8288357748650732,0.8744372531906988,0.922034021849061,0.8976051091005854,0.3786046043342846,0.6719579299617296,[[ 10604 14531][ 8557 101196]],10604.0,14531.0,8557.0,101196.0
-1,133,0.4878325462341308,asleep,0.8288357748650732,0.5534157924951725,0.4218818380743983,0.4787791222683764,0.3786046043342846,0.6719579299617296,[[ 101196 8557][ 14531 10604]],101196.0,8557.0,14531.0,10604.0
-1,133,0.4878325462341308,avg,0.8288357748650732,0.7139265228429357,0.6719579299617296,0.6881921156844809,0.3786046043342846,0.6719579299617296,,,,,
-1,134,0.4924345314502716,awake,0.8281759682106636,0.8709403760132993,0.9260521352491504,0.8976511474888608,0.3658122343236271,0.6634239192259279,[[ 10074 15061][ 8116 101637]],10074.0,15061.0,8116.0,101637.0
-1,134,0.4924345314502716,asleep,0.8281759682106636,0.5538207806487081,0.4007957032027054,0.4650432775533756,0.3658122343236271,0.6634239192259279,[[ 101637 8116][ 15061 10074]],101637.0,8116.0,15061.0,10074.0
-1,134,0.4924345314502716,avg,0.8281759682106636,0.7123805783310038,0.6634239192259279,0.6813472125211182,0.3658122343236271,0.6634239192259279,,,,,
-1,135,0.4870574474334717,awake,0.8299181543206215,0.8756133230644086,0.9219337967982651,0.8981767504615821,0.3842805584759955,0.6750309525069503,[[ 10761 14374][ 8568 101185]],10761.0,14374.0,8568.0,101185.0
-1,135,0.4870574474334717,asleep,0.8299181543206215,0.5567282321899736,0.4281281082156355,0.4840320259086001,0.3842805584759955,0.6750309525069504,[[ 101185 8568][ 14374 10761]],101185.0,8568.0,14374.0,10761.0
-1,135,0.4870574474334717,avg,0.8299181543206215,0.7161707776271911,0.6750309525069503,0.6911043881850911,0.3842805584759955,0.6750309525069504,,,,,
-1,136,0.4911501109600067,awake,0.8295548899828006,0.871355441798353,0.9274461745920384,0.898526289772301,0.3696032062594614,0.6647773940396039,[[ 10107 15028][ 7963 101790]],10107.0,15028.0,7963.0,101790.0
-1,136,0.4911501109600067,asleep,0.8295548899828006,0.5593248478140564,0.4021086134871693,0.4678625159125101,0.3696032062594614,0.6647773940396039,[[ 101790 7963][ 15028 10107]],101790.0,7963.0,15028.0,10107.0
-1,136,0.4911501109600067,avg,0.8295548899828006,0.7153401448062047,0.6647773940396039,0.6831944028424055,0.3696032062594614,0.6647773940396039,,,,,
-1,137,0.4904626309871673,awake,0.8288580155388174,0.8705407531552485,0.9276101792206136,0.898169836039541,0.3656072352516172,0.6626314273863163,[[ 9995 15140][ 7945 101808]],9995.0,15140.0,7945.0,101808.0
-1,137,0.4904626309871673,asleep,0.8288580155388174,0.5571348940914158,0.3976526755520191,0.4640742890307603,0.3656072352516172,0.6626314273863163,[[ 101808 7945][ 15140 9995]],101808.0,7945.0,15140.0,9995.0
-1,137,0.4904626309871673,avg,0.8288580155388174,0.7138378236233321,0.6626314273863163,0.6811220625351506,0.3656072352516172,0.6626314273863163,,,,,
